Division,Line,Station_Name,Station_Latitude,Station_Longitude,Route_1,Route_2,Route_3,Route_4,Route_5,Route_6,Route_7,Route_8,Route_9,Route_10,Route_11,Entrance_Type,Entry,Exit_Only,Vending,Staffing,Staff_Hours,ADA,ADA_Notes,Free_Crossover,North_South_Street,East_West_Street,Corner,Latitude,Longitude
IND,6 Avenue,42nd St,40.754222,-73.984569,B,D,F,M,7,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,42nd St,NW,40.755008,-73.984249
IND,6 Avenue,42nd St,40.754222,-73.984569,B,D,F,M,7,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,42nd St,NE,40.754832,-73.983657
IND,6 Avenue,42nd St,40.754222,-73.984569,B,D,F,M,7,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,40th St,SW,40.753473,-73.985259
IND,6 Avenue,42nd St,40.754222,-73.984569,B,D,F,M,7,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,40th St,SE,40.753408,-73.984892
IND,6 Avenue,42nd St,40.754222,-73.984569,B,D,F,M,7,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,6th Ave,40th St,NE,40.753546,-73.984779
BMT,Broadway,Times Square-42nd St,40.754672,-73.986754,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,Shuttle not ADA,TRUE,Broadway,40th St,SE,40.754172,-73.98668
BMT,Broadway,Times Square-42nd St,40.754672,-73.986754,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,Shuttle not ADA,TRUE,Broadway,40th St,SW,40.754335,-73.987097
BMT,Broadway,Times Square-42nd St,40.754672,-73.986754,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,Shuttle not ADA,TRUE,Broadway,40th St,NE,40.754301,-73.986623
BMT,Broadway,Times Square-42nd St,40.754672,-73.986754,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,Shuttle not ADA,TRUE,Broadway,40th St,NW,40.754507,-73.987108
IRT,Broadway-7th Ave,Times Square,40.75529,-73.987495,A,C,E,N,Q,R,S,1,2,3,7,Easement,YES,,YES,FULL,,TRUE,,TRUE,7th Ave,42nd St,NW,40.756241,-73.987133
IRT,Broadway-7th Ave,Times Square,40.75529,-73.987495,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,FULL,,TRUE,,TRUE,7th Ave,42nd St,SW,40.756042,-73.987242
IRT,Broadway-7th Ave,Times Square,40.75529,-73.987495,A,C,E,N,Q,R,S,1,2,3,7,Easement,YES,,YES,NONE,,TRUE,,TRUE,7th Ave,40th St,SW,40.754691,-73.988067
IRT,Broadway-7th Ave,Times Square,40.75529,-73.987495,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,,TRUE,7th Ave,40th St,SE,40.754568,-73.987827
IRT,Broadway-7th Ave,Times Square,40.75529,-73.987495,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,,TRUE,7th Ave,41st St,NW,40.755554,-73.987679
IRT,Broadway-7th Ave,Times Square,40.75529,-73.987495,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,,TRUE,Broadway,42nd St,SE,40.755575,-73.986311
IRT,Broadway-7th Ave,Times Square,40.75529,-73.987495,A,C,E,N,Q,R,S,1,2,3,7,Easement,YES,,YES,PART,3pm-10:30pm everyday,TRUE,,TRUE,7th Ave,42nd St,SE,40.755747,-73.986875
IRT,Broadway-7th Ave,Times Square,40.75529,-73.987495,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,PART,7:30am-11:20pm everyday,TRUE,,TRUE,7th Ave,41st St,SE,40.755248,-73.987362
IRT,Broadway-7th Ave,Times Square,40.75529,-73.987495,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,PART,7:30am-11:20pm everyday,TRUE,,TRUE,7th Ave,41st St,SE,40.755334,-73.9872
IRT,42nd St Shuttle,Times Square,40.755983,-73.986229,A,C,E,N,Q,R,GS,1,2,3,7,Stair,YES,,YES,NONE,,FALSE,,TRUE,Broadway,43rd St,SW,40.756476,-73.986311
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Easement,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,42nd St,NE,40.757286,-73.989582
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Easement,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,40th St,SW,40.755989,-73.991049
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,40th St,SE,40.755801,-73.990576
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,FULL,,TRUE,,TRUE,8th Ave,40th St,NW,40.756101,-73.990887
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,44th St,SW,40.758567,-73.989053
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,44th St,SE,40.758401,-73.988673
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,YES,,YES,NONE,,TRUE,,TRUE,8th Ave,44th St,NW,40.758685,-73.98899
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,NO,,NO,NONE,,TRUE,,TRUE,8th Ave,43rd St,SW,40.757929,-73.989547
IND,8 Avenue,42nd St,40.757308,-73.989735,A,C,E,N,Q,R,S,1,2,3,7,Stair,NO,,NO,NONE,,TRUE,,TRUE,8th Ave,42nd St,NW,40.757463,-73.989984
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,Northbound Only,FALSE,7th Ave,49th St,SW,40.760486,-73.983974
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,Northbound Only,FALSE,7th Ave,49th St,NW,40.760621,-73.983904
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,7th Ave,49th St,NE,40.760454,-73.983388
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,7th Ave,47th St,SE,40.75903,-73.984412
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,Broadway,47th St,NE,40.759513,-73.984884
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Easement,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,7th Ave,47th St,NW,40.759384,-73.984709
BMT,Broadway,49th St,40.759901,-73.984139,N,Q,R,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,Northbound Only,FALSE,7th Ave,49th St,SE,40.760297,-73.983567
IRT,Broadway-7th Ave,50th St,40.761728,-73.983849,1,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,50th St,SE,40.761111,-73.983436
IRT,Broadway-7th Ave,50th St,40.761728,-73.983849,1,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,50th St,SE,40.761282,-73.983853
IRT,Broadway-7th Ave,50th St,40.761728,-73.983849,1,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,50th St,NE,40.761212,-73.983357
IRT,Broadway-7th Ave,50th St,40.761728,-73.983849,1,,,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,FALSE,Broadway,50th St,NE,40.761367,-73.983782
IRT,Broadway-7th Ave,50th St,40.761728,-73.983849,1,,,,,,,,,,,Easement,YES,,YES,NONE,,FALSE,,FALSE,Broadway,50th St,SW,40.761432,-73.98437
IRT,Broadway-7th Ave,50th St,40.761728,-73.983849,1,,,,,,,,,,,Easement,YES,,YES,NONE,,FALSE,,FALSE,Broadway,50th St,NW,40.761561,-73.984154
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Easement,YES,,YES,FULL,,TRUE,Southbound Only,FALSE,8th Ave,49th St,NW,40.761968,-73.986662
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Easement,YES,,YES,FULL,,TRUE,Southbound Only,FALSE,8th Ave,50th St,SW,40.762312,-73.986378
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Easement,YES,,YES,FULL,,TRUE,Southbound Only,FALSE,8th Ave,50th St,NW,40.762452,-73.986299
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Elevator,YES,,YES,FULL,,TRUE,Southbound Only,FALSE,8th Ave,49th St,NW,40.761968,-73.986662
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Escalator,YES,,YES,FULL,,TRUE,Southbound Only,FALSE,8th Ave,50th St,SW,40.762312,-73.986378
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,Southbound Only,FALSE,8th Ave,49th St,SW,40.761741,-73.986924
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Stair,YES,,YES,FULL,,TRUE,Southbound Only,FALSE,8th Ave,49th St,SW,40.761691,-73.986805
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,Southbound Only,FALSE,8th Ave,50th St,SE,40.762085,-73.985829
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Stair,YES,,YES,NONE,,TRUE,Southbound Only,FALSE,8th Ave,50th St,NE,40.762216,-73.985757
IND,8 Avenue,50th St,40.762456,-73.985984,C,E,,,,,,,,,,Stair,NO,,NO,NONE,,TRUE,Southbound Only,FALSE,8th Ave,51st St,NE,40.7629,-73.985412
IND,Queens Boulevard,7th Av,40.762862,-73.981637,B,D,E,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,7th Ave,53rd St,NE,40.762937,-73.981578
IND,Queens Boulevard,7th Av,40.762862,-73.981637,B,D,E,,,,,,,,,Stair,YES,,YES,FULL,,FALSE,,TRUE,7th Ave,53rd St,SE,40.762793,-73.98169
IND,Queens Boulevard,7th Av,40.762862,-73.981637,B,D,E,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Broadway,53rd St,SE,40.763141,-73.982666
IND,Queens Boulevard,7th Av,40.762862,-73.981637,B,D,E,,,,,,,,,Stair,YES,,YES,NONE,,FALSE,,TRUE,Broadway,53rd St,NE,40.763388,-73.982495
